City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,woolgoolga,-30.1106,153.2007,48.07,87,3,8.03,AU,1720634948
287,marquette,46.5333,-87.6335,70.16,76,100,7.0,US,1720634950
288,forster,-32.1667,152.5167,50.79,80,0,3.65,AU,1720634951
289,vorgashor,67.5833,63.95,67.69,60,62,4.76,RU,1720634952
290,novaya igirma,57.1334,103.9112,64.36,95,68,4.16,RU,1720634955
291,caleta de carquin,-11.0925,-77.6267,67.48,68,26,12.91,PE,1720634957
292,kilifi,-3.6305,39.8499,76.82,81,88,15.79,KE,1720634958
293,maitum,6.0392,124.4986,77.47,86,100,4.79,PH,1720634960
294,san sebastian de la gomera,28.0916,-17.1133,82.38,69,0,8.05,ES,1720634961
295,ust-nera,64.5667,143.2,61.52,51,100,2.89,RU,1720634964
296,rameswaram,9.2833,79.3,83.1,82,24,21.3,IN,1720634965
297,nagqu,31.5,92.0,44.76,88,76,7.72,CN,1720634967
298,pudur,13.0,79.15,85.62,54,99,13.94,IN,1720634889
299,sumbawa besar,-8.5,117.4333,69.22,89,100,4.56,ID,1720634970
300,kodinsk,58.6881,99.1844,60.87,90,86,2.82,RU,1720634972
301,ulricehamn,57.7916,13.4142,64.94,96,100,5.82,SE,1720634973
302,manhattan,40.7834,-73.9662,92.52,65,0,18.41,US,1720634920
303,lerwick,60.1545,-1.1494,53.6,89,100,18.05,GB,1720634976
304,lubango,-14.9172,13.4925,59.67,19,0,5.59,AO,1720634977
305,saint-philippe,-21.3585,55.7679,69.39,77,51,9.35,RE,1720634979
306,agaro,7.85,36.65,60.49,96,74,2.62,ET,1720634980
307,westport,41.1415,-73.3579,88.3,73,0,13.8,US,1720634721
308,tralee,52.2704,-9.7026,57.81,77,2,11.65,IE,1720634983
309,novoazovs'k,47.1139,38.086,83.59,44,94,12.44,UA,1720634984
310,quellon,-43.1167,-73.6167,45.79,83,100,7.81,CL,1720634986
311,aldinga beach,-35.2793,138.4604,54.64,93,100,25.08,AU,1720634987
312,gao,16.6362,1.637,102.85,23,3,8.97,ML,1720634989
313,yuli,9.6989,10.2744,83.05,62,57,6.76,NG,1720634990
314,arraial do cabo,-22.9661,-42.0278,76.86,73,0,4.61,BR,1720634992
315,davyd-haradok,52.0566,27.2161,73.08,78,0,7.81,BY,1720634993
316,hadibu,12.65,54.0333,80.19,81,100,18.54,YE,1720634995
317,yazman,29.1212,71.7446,106.54,23,12,9.75,PK,1720634996
318,san patricio,28.017,-97.5169,93.16,47,86,9.28,US,1720634998
319,san pedro pochutla,15.7333,-96.4667,86.72,63,89,6.64,MX,1720634999
320,leiyang,26.4024,112.8591,80.89,80,90,6.26,CN,1720635001
321,inirida,3.8653,-67.9239,84.9,76,94,1.97,CO,1720635002
322,callao,-12.0667,-77.15,72.43,77,53,11.03,PE,1720635003
323,hatillo,18.4863,-66.8254,82.78,72,65,13.73,PR,1720635005
324,camabatela,-8.1881,15.375,68.11,16,44,4.23,AO,1720635006
325,papao,-17.75,-149.55,80.28,77,99,1.36,PF,1720635008
326,kimbe,-5.5502,150.1429,78.31,88,97,7.18,PG,1720635009
327,paragominas,-2.9667,-47.4833,93.49,36,52,5.19,BR,1720635011
328,hobyo,5.3505,48.5268,77.43,81,91,26.17,SO,1720635012
329,fort st. john,56.2499,-120.8529,76.87,49,53,3.42,CA,1720635014
330,tondano,1.3038,124.9112,68.09,99,99,0.96,ID,1720635015
331,pajara,28.3504,-14.1076,80.11,68,0,16.84,ES,1720635017
332,obidos,-1.9175,-55.5181,93.72,40,16,7.92,BR,1720635018
333,gebeit,21.0667,36.3167,89.1,28,83,5.26,SD,1720635020
334,madagali,10.8902,13.6312,81.19,69,73,1.66,NG,1720635021
335,orsta,62.2029,6.1272,63.45,67,75,4.61,NO,1720635023
336,geraldton,-28.7667,114.6,52.21,93,40,6.91,AU,1720634906
337,tolanaro,-25.0319,46.9987,67.01,92,3,8.86,MG,1720635026
338,pangoa,-12.1167,-73.0,79.34,61,93,3.29,PE,1720635027
339,rundu,-17.9333,19.7667,60.96,10,0,5.53,NA,1720635028
340,howrah,22.5892,88.3103,86.0,84,40,11.5,IN,1720635030
341,arno,60.1167,18.6333,63.79,71,97,15.93,SE,1720635031
342,kingston,17.997,-76.7936,94.15,66,20,19.57,JM,1720634797
343,haiku-pauwela,20.9219,-156.3051,77.04,87,40,10.36,US,1720634827
344,port lincoln,-34.7333,135.8667,58.89,69,100,22.12,AU,1720635035
345,zaozersk,69.4005,32.4476,55.76,65,93,5.55,RU,1720635037
346,surin,14.8818,103.4936,77.09,90,100,9.93,TH,1720635038
347,yonggang-up,38.8561,125.4244,69.44,94,1,1.59,KP,1720635040
348,broken hill,-31.95,141.4333,50.05,72,100,16.44,AU,1720635041
349,charters towers,-20.1,146.2667,60.76,93,14,6.22,AU,1720635042
350,gizo,-8.103,156.8419,80.71,81,89,4.97,SB,1720635044
351,chukhloma,58.7525,42.6825,63.88,61,74,3.91,RU,1720635045
352,zheshart,62.0731,49.5733,63.9,64,53,6.22,RU,1720635047
353,puerto aysen,-45.4,-72.7,41.56,100,100,1.48,CL,1720635013
354,sakakah,29.9697,40.2064,99.97,12,0,11.79,SA,1720635050
355,kurud,20.8322,81.7214,81.97,78,99,7.4,IN,1720635051
356,lincoln city,44.9582,-124.0179,71.69,63,8,10.0,US,1720635053
357,nivala,63.9167,24.9667,63.88,65,79,1.9,FI,1720635055
358,mao,39.8885,4.2658,81.16,69,0,6.91,ES,1720634970
359,mount isa,-20.7333,139.5,55.17,47,1,8.05,AU,1720635060
360,zhicheng,30.2956,111.5047,75.11,93,100,1.74,CN,1720635061
361,ketchikan,55.3422,-131.6461,56.34,94,100,7.7,US,1720635063
362,pochinki,54.6988,44.8668,67.87,81,43,10.51,RU,1720635065
363,turgutlu,38.4953,27.6997,83.12,46,67,8.03,TR,1720635066
364,kenora,49.8167,-94.4337,77.77,50,0,5.99,CA,1720635019
365,taroa,8.7058,171.2275,83.05,77,97,15.97,MH,1720635069
366,richards bay,-28.783,32.0377,61.77,66,0,4.36,ZA,1720635071
367,punta arenas,-53.15,-70.9167,41.02,65,0,23.02,CL,1720634850
368,bayganin,48.6947,55.8742,74.75,38,4,10.22,KZ,1720635074
369,ancud,-41.8697,-73.8203,47.89,78,99,17.65,CL,1720635075
370,bac lieu,9.285,105.7244,80.98,84,100,9.26,VN,1720635077
371,williams lake,52.1415,-122.1445,87.15,26,4,1.95,CA,1720634905
372,twin falls,42.3505,-114.6445,89.94,29,0,5.75,US,1720635079
373,aldama,22.9167,-98.0667,80.37,66,92,10.76,MX,1720635081
374,senanga,-16.1167,23.2667,62.64,12,0,5.12,ZM,1720635083
375,port elizabeth,-33.918,25.5701,57.49,88,0,6.91,ZA,1720635084
376,bubaque,11.2833,-15.8333,81.25,80,96,10.85,GW,1720635086
377,tamanrasset,22.785,5.5228,94.91,9,94,20.71,DZ,1720635087
378,aral,40.5156,81.2636,86.07,19,14,6.85,CN,1720635089
379,chibuto,-24.6867,33.5306,64.15,14,0,8.3,MZ,1720635074
380,old shinyanga,-3.55,33.4,76.15,28,94,10.09,TZ,1720635093
381,kayangel,8.0823,134.7173,82.26,77,100,8.77,PW,1720635095
382,gorantla,13.9789,77.7479,77.76,71,100,15.21,IN,1720635096
383,asekeyevo,53.5742,52.7972,66.67,89,59,5.12,RU,1720635098
384,khandud,36.9513,72.318,62.13,45,29,7.56,AF,1720635099
385,port blair,11.6667,92.75,82.04,81,94,15.5,IN,1720634983
386,el nido,11.1858,119.3956,81.01,83,100,8.66,PH,1720635102
387,hirara,24.8,125.2833,85.32,79,34,15.08,JP,1720635103
388,great falls,47.5002,-111.3008,92.68,28,0,6.91,US,1720635105
389,mount gambier,-37.8333,140.7667,53.83,56,100,12.82,AU,1720635106
390,ingatestone,51.6703,0.3836,69.67,67,96,4.0,GB,1720635108
391,rio brilhante,-21.8019,-54.5464,60.94,65,87,0.89,BR,1720635109
392,lethem,3.3803,-59.7968,86.9,65,40,4.16,GY,1720635110
393,afaahiti,-17.75,-149.2833,78.67,79,92,1.28,PF,1720635112
394,flying fish cove,-10.4217,105.6791,78.48,88,100,10.36,CX,1720635113
395,nogliki,51.8333,143.1667,50.2,97,100,5.14,RU,1720634883
396,kashgar,39.4547,75.9797,79.43,32,93,17.13,CN,1720635125
397,mont-dore,-22.2833,166.5833,73.99,99,41,9.95,NC,1720635127
398,presidente medici,-11.1753,-61.9014,94.6,29,0,1.54,BR,1720635128
399,palikir - national government center,6.9248,158.1611,77.74,94,100,2.3,FM,1720635130
400,colonia,50.9333,6.95,76.95,69,44,6.78,DE,1720635131
401,gemerek,39.1834,36.0719,69.89,64,69,1.68,TR,1720635132
402,salima,-13.7804,34.4587,64.0,23,3,5.08,MW,1720635134
403,enriquillo,17.9,-71.2333,89.28,64,21,11.9,DO,1720635135
404,porto barra do ivinheima,-22.9667,-53.6667,63.54,55,64,2.15,BR,1720635136
405,prado,-17.3411,-39.2208,78.13,68,66,12.24,BR,1720634841
406,kastoria,40.5167,21.2667,75.29,49,77,3.29,GR,1720635139
407,ongjin,37.9347,125.3619,70.27,91,1,4.72,KP,1720635141
408,guozhen,34.3659,107.359,68.22,86,66,3.33,CN,1720635142
409,brookings,44.3114,-96.7984,79.45,57,20,9.22,US,1720635143
410,borgarnes,64.5383,-21.9206,53.82,97,100,7.36,IS,1720635145
411,iskateley,67.6803,53.1512,47.46,89,94,16.46,RU,1720635146
412,tual,-5.6667,132.75,78.39,79,66,23.44,ID,1720635148
413,san dionisio ocotepec,16.8,-96.4,71.58,65,100,5.48,MX,1720635149
414,alotau,-10.3069,150.4462,72.66,97,94,4.76,PG,1720635150
415,yaiza,28.9633,-13.7631,73.17,69,20,32.21,ES,1720635152
416,bardai,11.65,7.2333,80.13,63,89,5.77,NG,1720635153
417,malvan,16.0667,73.4667,80.02,85,100,14.43,IN,1720635154
418,leshan,29.5623,103.7639,72.97,91,100,5.28,CN,1720635156
419,timimoun,29.2639,0.231,115.18,6,0,18.41,DZ,1720635157
420,general conesa,-40.1,-64.4333,48.0,42,92,17.6,AR,1720635159
421,la'ie,21.6477,-157.9253,80.56,80,36,8.99,US,1720635160
422,gaspe,48.8334,-64.4819,82.62,42,75,4.61,CA,1720635161
423,keetmanshoop,-26.5833,18.1333,61.77,11,4,8.88,NA,1720635163
424,richfield,44.8833,-93.283,82.65,66,75,8.05,US,1720635044
425,korla,41.7597,86.1469,83.77,22,3,17.36,CN,1720635166
426,revda,56.801,59.9303,63.18,83,8,5.26,RU,1720635169
427,krzeszowice,50.1425,19.6322,86.23,57,20,2.3,PL,1720635171
428,hanover,52.3705,9.7332,78.76,77,0,1.14,DE,1720634997
429,noshiro,40.2039,140.0242,69.62,97,100,1.52,JP,1720635173
430,kolokani,13.5728,-8.0339,94.35,36,83,7.83,ML,1720635175
431,labrador city,52.9463,-66.9114,62.51,67,75,6.91,CA,1720635176
432,east london,-33.0153,27.9116,61.74,82,0,5.75,ZA,1720635042
433,yaguara,2.6636,-75.5175,91.76,35,36,7.27,CO,1720635179
434,kanuru,16.2858,81.2546,83.16,83,99,12.01,IN,1720635180
435,tura,25.5198,90.2201,75.85,97,75,5.12,IN,1720635182
436,aginskoye,51.1,114.53,68.81,51,39,1.1,RU,1720635183
437,anka,12.1138,5.9243,89.29,47,83,8.59,NG,1720635185
438,kununurra,-15.7667,128.7333,66.18,68,22,8.05,AU,1720635186
439,nemuro,43.3236,145.575,56.59,100,100,7.85,JP,1720635188
440,albufeira,37.0882,-8.2503,84.02,58,0,15.64,PT,1720635189
441,huruta,8.15,39.35,62.13,75,68,5.61,ET,1720635190
442,brandon,27.9378,-82.2859,95.32,60,0,8.05,US,1720635192
443,kizner,56.2749,51.508,69.93,71,76,5.08,RU,1720635193
444,vanimo,-2.6741,141.3028,77.83,88,81,1.9,PG,1720635194
445,lorengau,-2.0226,147.2712,81.64,84,88,7.65,PG,1720635196
446,altar,30.7,-111.8167,99.34,26,0,6.17,MX,1720635197
447,amos,48.5669,-78.1162,70.14,46,100,8.03,CA,1720635199
448,dolores,-36.3132,-57.6792,46.8,40,0,6.13,AR,1720635200
449,beaufort west,-32.3567,22.583,58.3,63,27,31.27,ZA,1720635201
450,zhangye,38.9342,100.4517,72.12,54,79,4.32,CN,1720635203
451,alo,6.5486,4.2686,75.07,96,97,3.2,NG,1720635204
452,rajgir,25.0333,85.4167,89.55,65,100,6.55,IN,1720635206
453,rindge,42.7512,-72.0098,88.9,69,40,11.5,US,1720635207
454,bouar,5.934,15.596,68.95,87,100,1.28,CF,1720635208
455,lengshuijiang,27.6881,111.4294,77.23,90,96,2.66,CN,1720635210
456,borogontsy,62.6683,131.1683,55.53,99,100,3.44,RU,1720635211
457,farasan,16.7022,42.1183,89.49,65,100,15.93,SA,1720635213
458,hilo,19.7297,-155.09,76.62,90,2,1.01,US,1720635214
459,maracaju,-21.6144,-55.1683,56.89,75,82,1.43,BR,1720635004
460,sao gabriel da cachoeira,-0.1303,-67.0892,93.07,41,16,3.18,BR,1720635217
461,arawa,-6.2132,155.5367,81.61,78,95,6.42,PG,1720635218
462,saipan,15.1355,145.701,83.1,89,20,6.91,MP,1720635091
463,miramichi,47.0043,-65.4654,86.68,39,56,8.41,CA,1720634982
464,tofol,5.3248,163.0078,82.76,78,43,10.6,FM,1720635222
465,ugoofaaru,5.6667,73.0,83.16,78,34,8.37,MV,1720635224
466,tobelo,1.7284,128.0095,78.75,85,97,2.93,ID,1720635225
467,walvis bay,-22.9575,14.5053,58.08,69,0,9.64,NA,1720635226
468,toliara,-23.35,43.6667,75.7,64,0,15.41,MG,1720635228
469,tarauaca,-8.1614,-70.7656,91.02,38,0,1.43,BR,1720635229
470,jiangzi,28.95,89.6333,54.45,52,100,4.54,CN,1720635230
471,tyuratam,45.6507,63.3156,90.79,22,47,8.9,KZ,1720635232
472,kudymkar,59.0173,54.656,65.77,88,53,7.85,RU,1720635233
473,tupiza,-21.45,-65.7167,58.24,5,0,37.98,BO,1720635235
474,labuan bajo,-8.4964,119.8877,74.8,84,100,4.88,ID,1720635236
475,nanao,37.05,136.9667,73.33,97,100,15.46,JP,1720635237
476,waingapu,-9.6567,120.2641,73.92,85,100,8.12,ID,1720635239
477,nchelenge,-9.3451,28.734,72.95,49,3,11.61,ZM,1720635240
478,kavieng,-2.5744,150.7967,83.71,72,93,7.54,PG,1720635242
479,changling,44.2653,124.0005,64.99,76,85,1.99,CN,1720635243
480,sunland,38.8928,-101.8216,93.15,16,1,11.56,US,1720635244
481,diego de almagro,-26.3667,-70.05,56.7,33,10,9.78,CL,1720635246
482,zheleznogorsk-ilimskiy,56.5768,104.1217,62.01,97,80,3.96,RU,1720635247
483,twon-brass,4.3151,6.2418,77.49,83,92,8.81,NG,1720635249
484,la sarre,48.8002,-79.1996,67.17,55,100,8.39,CA,1720634975
485,chifeng,42.2683,118.9636,71.35,37,63,2.64,CN,1720635251
486,bandundu,-3.3167,17.3667,84.88,28,32,1.95,CD,1720635253
487,clearwater,27.9659,-82.8001,94.1,65,75,4.0,US,1720634580
488,vredendal,-31.6683,18.5012,60.1,77,57,13.96,ZA,1720635255
489,conception bay south,47.4999,-52.9981,77.04,81,40,13.8,CA,1720635257
490,weno,7.4515,151.8468,80.55,89,100,4.61,FM,1720635258
491,qamdo,31.1667,97.2333,52.97,80,100,1.88,CN,1720635259
492,illizi,26.4833,8.4667,107.4,9,1,14.38,DZ,1720635261
493,pelabuhanratu,-6.9875,106.5514,76.57,90,97,4.18,ID,1720635262
494,mar del plata,-38.0023,-57.5575,50.95,51,0,7.0,AR,1720635242
495,celldomolk,47.2571,17.1503,89.69,36,17,8.16,HU,1720635265
496,hohhot,40.8106,111.6522,73.0,52,43,5.37,CN,1720635266
497,chui,-33.6971,-53.4616,49.06,81,90,11.27,UY,1720635086
498,lagunillas,10.1301,-71.2595,87.84,63,61,8.03,VE,1720635270
499,coquimbo,-29.9533,-71.3436,55.13,58,20,9.22,CL,1720635092
500,kusel,49.55,7.4,74.23,78,20,0.0,DE,1720635273
501,gillette,44.2911,-105.5022,86.92,19,0,9.22,US,1720635013
502,mitu,1.1983,-70.1733,88.41,52,46,1.81,CO,1720635277
503,praia da vitoria,38.7333,-27.0667,75.45,73,20,13.91,PT,1720635278
504,belmonte,-15.8631,-38.8828,78.24,69,77,7.34,BR,1720635280
505,ayora,39.0585,-1.0563,97.02,17,0,6.02,ES,1720635281
506,kanazawa,36.5944,136.6256,73.29,97,100,16.49,JP,1720635282
507,omdurman,15.6445,32.4777,91.08,33,70,6.62,SD,1720635284
508,selfoss,63.9331,-20.9971,54.05,94,100,12.12,IS,1720635285
509,mata-utu,-13.2816,-176.1745,80.56,77,100,28.52,WF,1720635287
510,berezovyy,51.6667,135.7,49.86,98,100,2.44,RU,1720635131
511,merida,20.9667,-89.6167,92.01,52,75,6.91,MX,1720635289
512,panambi,-28.2925,-53.5017,45.88,91,100,4.0,BR,1720635291
513,khandyga,62.6667,135.6,59.36,73,97,3.53,RU,1720635292
514,yakeshi,49.2833,120.7333,62.6,61,35,2.48,CN,1720635294
515,zigong,29.3416,104.7769,73.8,96,100,11.05,CN,1720635295
516,chernyshevskiy,63.0128,112.4714,60.19,74,8,4.07,RU,1720635296
517,morehead city,34.7229,-76.726,89.65,77,75,16.11,US,1720635081
518,sepuka,-4.75,34.5333,67.77,32,64,9.28,TZ,1720635299
519,rio san juan,19.6439,-70.0763,85.93,68,38,11.48,DO,1720635301
520,nushki,29.5542,66.0215,94.1,17,10,5.86,PK,1720635303
521,chato,-2.6378,31.7669,74.14,65,85,4.16,TZ,1720635307
522,awjilah,29.1081,21.2869,92.59,23,0,19.57,LY,1720635309
523,de queen,34.0379,-94.3413,90.05,51,0,0.0,US,1720634895
524,arteche,12.2645,125.4048,80.64,86,100,2.91,PH,1720635312
525,el sauzal de rodriguez,31.9,-116.6833,71.42,73,67,6.8,MX,1720635313
526,matthew town,20.95,-73.6667,86.27,70,100,13.06,BS,1720635315
527,oume,35.7839,139.2431,81.86,75,40,9.22,JP,1720635316
528,sarangpur,23.5667,76.4667,86.29,69,100,10.74,IN,1720635317
529,yemetsk,63.4721,41.7941,58.33,85,72,5.03,RU,1720635319
530,cidade velha,14.9167,-23.6167,81.07,61,20,19.57,CV,1720635320
531,abepura,-2.6333,140.5833,76.01,100,40,2.3,ID,1720635322
532,santo antonio,-6.3106,-35.4789,80.69,68,83,16.28,BR,1720635323
533,sitangkai,4.6628,119.3928,82.13,72,94,4.63,PH,1720635326
534,polyarnyy,69.1989,33.4478,53.38,69,89,2.89,RU,1720635328
535,serowe,-22.3833,26.7167,56.43,9,0,6.4,BW,1720635329
536,yarkovo,57.4028,67.0786,68.2,73,82,6.2,RU,1720635331
537,cockburn town,21.4612,-71.1419,83.48,76,95,14.18,TC,1720635332
538,jieshi,22.8134,115.8257,84.85,78,51,7.11,CN,1720635334
539,ad dilam,23.9915,47.1627,102.61,13,92,10.36,SA,1720635335
540,tindouf,27.6711,-8.1474,117.05,4,0,13.8,DZ,1720635336
541,tanjung selor,2.8372,117.3642,73.47,97,95,2.66,ID,1720635338
542,ebon,4.582,168.6964,83.26,80,89,13.62,MH,1720635339
543,san fernando de apure,7.8878,-67.4724,83.82,80,99,5.55,VE,1720635153
544,happy valley-goose bay,53.3168,-60.3315,70.11,60,75,9.22,CA,1720635342
545,bandarbeyla,9.4942,50.8122,78.37,85,17,30.2,SO,1720635347
546,roma,43.2128,-75.4557,87.87,84,100,10.36,US,1720635158
547,tympaki,35.0729,24.7685,87.12,48,1,11.01,GR,1720635349
548,bikaner,28.0167,73.3,102.27,30,85,6.17,IN,1720635352
549,fada,7.25,4.0667,74.12,97,94,4.27,NG,1720635353
550,teguise,29.0605,-13.564,71.82,69,20,32.21,ES,1720635355
551,manismata,-2.4667,111.0333,73.62,95,85,2.71,ID,1720635356
552,mpika,-11.8343,31.4529,53.44,39,2,5.37,ZM,1720635358
553,hacienda huancane,-15.8222,-70.8856,46.58,11,0,26.08,PE,1720635359
554,karkira,36.9292,6.5856,83.46,64,0,4.05,DZ,1720635360
555,lhokseumawe,5.1801,97.1507,78.21,85,100,3.31,ID,1720635362
556,victoria,22.2855,114.1577,85.96,81,54,8.99,HK,1720634557
557,ramshir,30.8946,49.4092,101.95,9,0,13.65,IR,1720635365
558,rossosh',51.1209,38.5116,74.19,73,31,8.41,RU,1720635366
559,pirallahi,40.4723,50.333,82.54,77,58,17.87,AZ,1720635368
560,pailon,-17.65,-62.75,58.1,44,100,4.14,BO,1720635369
561,kangding,30.0513,101.9603,63.64,99,100,2.51,CN,1720635370
562,lammi,61.0833,25.0167,67.21,57,47,4.94,FI,1720635372
563,alta,69.9689,23.2717,56.46,62,0,9.22,NO,1720635373
564,serenje,-13.2325,30.2352,54.25,27,0,6.02,ZM,1720635374
565,dapa,9.7594,126.0531,81.27,81,100,4.94,PH,1720635376
566,kamikawa,43.84,142.7711,57.47,86,100,4.27,JP,1720635377
567,mili,6.0815,171.735,83.25,79,47,16.24,MH,1720635379
568,machico,32.7,-16.7667,79.72,79,20,12.66,PT,1720635380
569,toktogul,41.8708,72.9402,66.92,62,27,0.81,KG,1720635381
570,colares,38.7992,-9.4469,79.57,79,20,6.91,PT,1720635383
571,cannonvale,-20.2833,148.7,67.39,93,21,10.31,AU,1720635384
572,yarmouth,41.7057,-70.2286,84.18,82,100,18.41,US,1720635386
573,laojunmiao,39.8333,97.7333,70.59,41,58,13.42,CN,1720635387
574,ruyigi,-3.45,30.3167,64.99,46,26,3.65,BI,1720635388
